DATA;PRECO PETROLEO;PRECO DOLAR;PRECO GASOLINA
2015-01-11;49.465999999999994;3.3934399999999996;2.965
2015-01-18;46.577999999999996;2.87963;2.966
2015-01-25;46.4425;2.60657;2.965
2015-02-01;46.763999999999996;2.613766666666667;3.2430000000000003
2015-02-08;54.616;2.99913;3.26
2015-02-15;56.565999999999995;3.6523600000000003;3.269
2015-02-22;60.568000000000005;2.84584;3.29
2015-03-01;60.632000000000005;2.87109;3.299
2015-03-08;60.117999999999995;3.071025;3.298
2015-03-15;56.508;3.6482;3.289
2015-03-22;52.720000000000006;3.24829;3.283
2015-03-29;55.013999999999996;3.17699;3.2710000000000004
2015-04-05;54.785;3.04128;3.2510000000000003
2015-04-12;56.512;3.58733;3.2460000000000004
2015-04-19;59.11800000000001;3.06217;3.221
2015-04-26;61.412;3.01252;3.212
2015-05-03;63.49400000000001;2.889;3.209
2015-05-10;65.006;3.4029875;3.222
2015-05-17;64.902;3.2038875;3.279
2015-05-24;64.31;3.02958;3.268
2015-05-31;61.57;3.14635;3.267
2015-06-07;61.898;2.9659750000000003;3.257
2015-06-14;63.238;3.73695;3.213
2015-06-21;60.653999999999996;3.0866599999999997;3.199
2015-06-28;60.84400000000001;3.10047;3.2030000000000003
2015-07-05;60.355999999999995;3.0193;3.198
2015-07-12;56.63199999999999;3.6273299999999997;3.198
2015-07-19;57.172000000000004;3.15076;3.2060000000000004
2015-07-26;55.754;3.2344999999999997;3.213
2015-08-02;54.136;3.252641666666667;3.219
2015-08-09;48.589999999999996;3.2493600000000002;3.229
2015-08-16;47.944;3.655425;3.229
2015-08-23;45.998000000000005;3.48354;3.2030000000000003
2015-08-30;43.528;3.5740000000000003;3.222
2015-09-06;48.8675;3.0521333333333334;3.218
2015-09-13;47.596000000000004;3.6666800000000004;3.227
