Semana-Ano;PRECO GASOLINA;PRECO PETROLEO;MEDIA
45-2012;2.793;107.782;2.01796
45-2013;2.882;104.53800000000001;2.1693100000000003
45-2014;2.952;83.036;2.2635333333333336
45-2015;3.588;47.230000000000004;3.11911
45-2016;3.646;43.092;3.2736374999999995
45-2017;3.903;64.28599999999999;3.19972
45-2018;4.41;70.34400000000001;3.8025700000000002
45-2019;4.183;62.39;3.92711
45-2020;4.137;38.636;5.0516
46-2004;2.189;42.834;2.8930000000000002
46-2005;2.452;53.774;2.20044
46-2006;2.5380000000000003;57.852;2.15513
46-2007;2.46;90.738;1.7546499999999998
46-2008;2.459;53.266;2.2967125
46-2009;2.552;76.24600000000001;1.7537375
46-2010;2.575;83.94;1.7237500000000001
46-2011;2.7030000000000003;110.69000000000001;1.7717500000000002
46-2012;2.801;109.11800000000001;2.06931
46-2013;2.874;107.098;2.32399
46-2014;2.965;79.902;2.598025
46-2015;3.592;44.751999999999995;3.814825
46-2016;3.645;44.006;3.42462
46-2017;3.926;61.524;3.2911
46-2018;4.343999999999999;66.208;3.80608
46-2019;4.192;62.564;4.16656
46-2020;4.258;41.87;5.316525
47-2004;2.158;40.632;2.7763999999999998
47-2005;2.431;53.572;2.23503
47-2006;2.519;59.198;2.16453
47-2007;2.455;94.005;1.7720300000000002
47-2008;2.454;47.794;2.3578
47-2009;2.556;77.03999999999999;1.72197
47-2010;2.573;83.505;1.7261099999999998
47-2011;2.704;106.66499999999999;1.8480800000000002
47-2012;2.802;110.255;2.08837
47-2013;2.879;109.324;2.2836
47-2014;2.9730000000000003;77.622;2.57798
47-2015;3.554;41.544;3.7832
47-2016;3.609;46.492000000000004;3.3897399999999998
47-2017;3.966;62.678;3.24236
47-2018;4.311;61.217999999999996;3.7831699999999997
47-2019;4.218;63.762;4.19648
47-2020;4.219;43.007999999999996;5.35722
48-2004;2.279;42.779999999999994;2.7469
48-2005;2.439;53.592;2.38234
48-2006;2.523;62.59400000000001;2.19817
48-2007;2.463;92.16;1.9038285714285714
48-2008;2.439;48.5325;2.31275
48-2009;2.553;76.515;1.73353
48-2010;2.574;88.1;1.7646214285714286
48-2011;2.7060000000000004;110.054;1.75766
48-2012;2.805;109.816;2.0417333333333336
48-2013;2.9610000000000003;111.315;2.30972
48-2014;2.974;76.63;2.52914
48-2015;3.585;43.652;3.7457100000000003
48-2016;3.651;48.78;3.627708333333333
48-2017;3.978;63.73;3.22028
48-2018;4.194;58.65;3.6945142857142854
48-2019;4.296;64.74;4.23036
48-2020;4.199;46.426;5.36575
49-2004;2.255;41.306;2.8804583333333333
49-2005;2.454;56.068;2.3474
49-2006;2.514;63.632000000000005;2.1781666666666664
49-2007;2.466;89.088;1.97449
49-2008;2.425;43.696;1.6891375
49-2009;2.545;77.782;2.1075
49-2010;2.588;90.248;1.7312375
49-2011;2.705;109.30999999999999;1.6584299999999998
49-2012;2.8110000000000004;109.078;1.9538799999999998
49-2013;2.978;112.27799999999999;2.0972666666666666
49-2014;2.971;69.72200000000001;2.3056125
49-2015;3.565;42.412;3.1099416666666664
49-2016;3.656;52.260000000000005;3.28056
49-2017;4.03;63.076;3.182783333333333
49-2018;4.168;60.465999999999994;3.6720999999999995
49-2019;4.317;64.714;3.833933333333333
49-2020;4.21;47.827999999999996;5.08528
5-2005;2.185;44.038;2.56752
5-2006;2.42;64.0;2.1941333333333333
5-2007;2.371;55.918000000000006;2.1148285714285713
5-2008;2.437;91.77;1.7751000000000001
5-2009;2.425;44.204;2.3064
5-2010;2.611;72.53999999999999;1.80045
5-2011;2.599;100.358;1.63326
5-2012;2.681;111.196;1.7945642857142856
5-2013;2.931;115.13199999999999;2.00514
5-2014;2.994;108.83399999999999;2.4161
5-2015;3.2430000000000003;46.763999999999996;2.613766666666667
5-2016;3.638;32.184000000000005;3.743175
5-2017;3.68;55.534000000000006;3.1578666666666666
5-2018;4.122;68.00399999999999;3.2219
5-2019;4.038;61.379999999999995;3.7426000000000004
5-2020;4.344;58.572;4.192408333333334
50-2004;2.2230000000000003;37.602;2.923625
50-2005;2.423;58.751999999999995;2.28098
50-2006;2.519;62.564;2.1463875
50-2007;2.449;90.244;1.7809599999999999
50-2008;2.412;41.010000000000005;2.016275
50-2009;2.548;73.144;1.7717666666666665
50-2010;2.592;90.912;1.7019300000000002
50-2011;2.704;106.26199999999999;1.85345
50-2012;2.8080000000000003;109.096;2.06618
50-2013;2.983;109.104;2.321725
50-2014;2.98;64.078;2.453575
50-2015;3.577;38.762;3.67375
50-2016;3.696;53.258;3.36301
50-2017;4.046;64.354;3.3173375
50-2018;4.133;59.510000000000005;3.83646
50-2019;4.332;66.498;4.104112499999999
50-2020;4.186;49.324;5.463433333333334
51-2004;2.221;39.976;2.7439
51-2005;2.403;56.36;2.34054
51-2006;2.512;62.436;2.15414
51-2007;2.424;90.82000000000001;1.80352
51-2008;2.456;41.714;2.37605
51-2009;2.5540000000000003;71.80199999999999;1.7636399999999999
51-2010;2.588;92.9;1.6986
51-2011;2.7060000000000004;107.72200000000001;1.8554300000000001
51-2012;2.805;109.792;2.08063
51-2013;2.989;110.34;2.34053
51-2014;2.97;59.774;2.68779
51-2015;3.596;36.836;3.9023000000000003
51-2016;3.666;53.814;3.3348199999999997
51-2017;4.073;64.364;3.3
51-2018;4.136;54.644000000000005;3.886
51-2019;4.339;68.902;4.06956
51-2020;4.195;51.048;5.08581
52-2004;2.244;41.152;2.69545
52-2005;2.441;57.3775;2.3369
52-2006;2.506;59.69;2.14274
52-2007;2.458;94.39;1.7783000000000002
52-2008;2.462;35.3825;2.38119
52-2009;2.557;73.35;1.77047
52-2010;2.59;93.17;1.6753916666666668
52-2011;2.7060000000000004;107.50666666666666;1.86543
52-2012;2.802;109.8125;2.06135
52-2013;2.994;111.715;2.35774
52-2014;2.97;58.6925;2.6821200000000003
52-2015;3.592;35.9025;3.97211
52-2016;3.694;54.96;3.27036
52-2017;4.115;66.52;3.3168599999999997
52-2018;4.135;51.03;3.89877
52-2019;4.329;68.836;4.07171
52-2020;4.172;50.605000000000004;5.18369
53-2004;2.229;39.79;2.665016666666667
53-2009;2.572;77.1925;1.7685928571428573
53-2015;3.5980000000000003;36.5475;3.9430642857142857
53-2020;4.239;50.82;5.296921428571429
6-2005;2.177;43.286;2.287875
6-2006;2.474;61.227999999999994;2.185775
6-2007;2.508;57.902;1.87987
6-2008;2.361;89.884;1.7088166666666667
6-2009;2.446;43.64;2.17958
6-2010;2.599;70.852;1.722625
6-2011;2.609;99.904;1.6825875
6-2012;2.6710000000000003;117.208;2.024625
6-2013;2.9410000000000003;117.154;2.1902916666666665
6-2014;2.989;107.73400000000001;2.2434800000000004
6-2015;3.26;54.616;2.99913
6-2016;3.64;30.410000000000004;3.3024875
6-2017;3.676;54.482000000000006;3.1997375
6-2018;4.122;65.49600000000001;3.7715400000000003
6-2019;4.009;61.705999999999996;3.97435
6-2020;4.319;54.59400000000001;5.14641
7-2005;2.187;45.224000000000004;2.57645
7-2006;2.472;58.044000000000004;2.13704
7-2007;2.525;55.544000000000004;2.097025
7-2008;2.309;94.982;1.900375
7-2009;2.427;45.588;1.8913
7-2010;2.569;75.8;1.83657
7-2011;2.61;102.806;1.66782
7-2012;2.6660000000000004;119.79400000000001;1.7192
7-2013;2.923;118.098;2.0589125
7-2014;2.992;109.124;2.463725
7-2015;3.269;56.565999999999995;3.6523600000000003
7-2016;3.645;32.29;4.020010000000001
7-2017;3.667;54.464;3.09124
7-2018;4.113;62.718;3.2491875
7-2019;3.993;63.36;3.8583125
7-2020;4.3;55.327999999999996;5.05792
8-2005;2.235;48.227999999999994;2.60045
8-2006;2.536;59.39;2.13766
8-2007;2.508;58.1625;2.08567
8-2008;2.303;97.125;1.72391
8-2009;2.428;40.912499999999994;2.3274
8-2010;2.543;76.226;1.81666
8-2011;2.617;110.49249999999999;1.66862
8-2012;2.6630000000000003;123.335;1.7116900000000002
8-2013;2.917;115.3;1.9645800000000002
8-2014;2.995;109.74000000000001;2.38341
8-2015;3.29;60.568000000000005;2.84584
8-2016;3.636;33.116;3.9670900000000002
8-2017;3.64;55.4;3.08534
8-2018;4.093999999999999;65.52000000000001;3.2470100000000004
8-2019;4.048;66.582;3.7299700000000002
8-2020;4.319;58.644000000000005;4.3584000000000005
9-2005;2.287;51.327999999999996;2.5719333333333334
9-2006;2.602;61.06;2.1670000000000003
9-2007;2.494;60.622;2.1011800000000003
9-2008;2.437;99.098;1.697075
9-2009;2.415;42.676;2.3775199999999996
9-2010;2.52;77.862;1.7918875
9-2011;2.62;114.526;1.6339916666666667
9-2012;2.68;124.88;1.7528333333333332
9-2013;2.911;112.418;1.99029
9-2014;2.994;109.172;2.3558142857142856
9-2015;3.299;60.632000000000005;2.87109
9-2016;3.666;36.278;3.7741
9-2017;3.604;54.402;3.1463714285714284
9-2018;4.105;66.024;3.2577100000000003
9-2019;4.055;64.564;3.74669
9-2020;4.305;54.242;4.368091666666667
